person_id,page_number,origin_place,classification,origin_place_norm_proposed,age,sex,legal_status_norm,family_status_norm,comments
P002115,156,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселенца,Сын,
P002116,156,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,
P002125,157,На Сахалине,exceptional_non_administrative,На Сахалине,11,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,415
P002127,157,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,417
P002128,157,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын крестьянки из ссыльных,Незаконнорожденный сын,418
P002146,158,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселенца,Незаконнорожденный сын,
P002177,160,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,45
P002183,161,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселенца,Незаконнорожденный сын,343 51
P002185,161,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Незаконнорожденная дочь,344 54
P002192,161,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,345 60
P002193,161,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Дочь,346 61
P002220,163,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселки,Незаконнорожденная дочь,351 88.3
P002224,163,На Сахалине,exceptional_non_administrative,На Сахалине,9,Мужской,Сын поселки,Незаконнорожденный сын,381 4.5
P002225,163,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь поселки,Незаконнорожденная дочь,340 5
P002227,163,На Сахалине,exceptional_non_administrative,На Сахалине,13,Женский,Дочь поселки,Незаконнорожденная дочь,380 3
P002229,163,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселки,Незаконнорожденный сын,341 6
P002240,164,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь ссыльнокаторжного,Дочь,16
P002241,164,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,17
P002251,165,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,92 34
P002253,165,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь ссыльнокаторжного,Дочь,3
P002261,166,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселенца,Незаконнорожденная дочь,4
P002262,166,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселенца,Незаконнорожденный сын,6
P002272,166,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселенца,Сын,
P002273,166,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P002281,167,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P002284,167,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь поселенца,Незаконнорожденная дочь,17
P002285,167,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселенца,Незаконнорожденный сын,427
P002292,168,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P002296,168,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселки,Незаконнорожденный сын,429
P002297,168,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселки,Незаконнорожденная дочь,430
P002298,168,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселки,Незаконнорожденный сын,431
P002301,168,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,
P002302,169,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P002311,169,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,
P002312,169,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P002313,169,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселенца,Сын,
P002321,170,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,
P002322,170,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселенца,Сын,
P002331,171,На Сахалине,exceptional_non_administrative,На Сахалине,7,Мужской,Сын поселенца,Сын,
P002336,171,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь поселенца,Дочь,
P002337,171,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселенца,Дочь,
P002338,171,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P002342,171,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь поселки,Незаконнорожденная дочь,16
P002343,171,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселки,Незаконнорожденный сын,383
P002344,172,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселки,Незаконнорожденная дочь,3
P002351,172,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Внучка,
P002354,172,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселенца,Сын,
P002355,172,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,
P002361,173,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P002366,173,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,
P002369,173,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь рядового,Дочь,
P002376,174,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Свободного состояния,Дочь,
P002382,174,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,
P002383,174,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P002384,174,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P002387,175,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,
P002388,175,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P002397,175,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселенца,Сын,
P002398,175,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,
P002402,175,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселенца,Дочь,
P002406,176,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,
P002407,176,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P002410,176,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын ссыльнокаторжного,Сын,
P002411,176,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжного,Сын,
P002419,176,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,
P002424,177,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь крестьянина из ссыльных,Дочь,
P002425,177,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын крестьянина из ссыльных,Сын,
P002428,177,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,
P002429,177,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P002435,177,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселенца,Сын,
P002436,177,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,
P002437,178,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P002443,178,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь ссыльнокаторжного,Незаконнорожденная дочь,386
P002461,179,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Незаконнорожденная дочь,419
P002464,179,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь ссыльнокаторжного,Дочь,
P002468,180,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын ссыльнокаторжного,Сын,
P002469,180,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын ссыльнокаторжного,Сын,
P002470,180,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжного,Сын,
P002473,180,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,
P002474,180,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P002477,180,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,
P002480,180,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,
P002481,180,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,
P002482,181,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P002485,181,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,
P002489,181,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь поселенца,Незаконнорожденная дочь,6
P002490,181,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Незаконнорожденная дочь,7
P002491,181,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселенца,Незаконнорожденный сын,9
P002502,182,На Сахалине,exceptional_non_administrative,На Сахалине,7,Мужской,,Сын,
P002503,182,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,,Дочь,
P002504,182,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,,Дочь,
P002513,182,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,,Приемный сын,352
P002527,183,На Сахалине,exceptional_non_administrative,На Сахалине,11,Женский,,Дочь,
P002528,183,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P002539,183,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,,Дочь,
P002540,183,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P002546,184,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P002547,184,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P002550,184,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,,Сын,
P002557,184,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,353
P002567,185,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,354
P002568,185,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,355
P002569,185,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,356
P002577,185,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,,Дочь,
P002591,186,На Сахалине,exceptional_non_administrative,На Сахалине,,Мужской,Сын каторжной,Незаконнорожденный сын,4
P002594,186,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын ссыльнокаторжного,Сын,
P002616,187,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселки,Незаконнорожденная дочь,358
P002622,188,На Сахалине,exceptional_non_administrative,На Сахалине,12,Женский,Дочь крестьянки из ссыльных,Дочь,
P002623,188,На Сахалине,exceptional_non_administrative,На Сахалине,7,Мужской,Сын крестьянки из ссыльных,Сын,
P002626,188,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,359
P002633,188,На Сахалине,exceptional_non_administrative,На Сахалине,13,Женский,Дочь поселки,Незаконнорожденная дочь,360
P002634,188,На Сахалине,exceptional_non_administrative,На Сахалине,10,Женский,Дочь поселки,Незаконнорожденная дочь,361
P002647,189,На Сахалине,exceptional_non_administrative,На Сахалине,7,Мужской,Сын поселенца,Сын,
P002652,189,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,362
P002659,190,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселки,Незаконнорожденная дочь,363
P002660,190,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселки,Незаконнорожденная дочь,364
P002661,190,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселки,Дочь,
P002662,190,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселки,Незаконнорожденный сын,365
P002690,192,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P002700,192,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P002703,192,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P002709,193,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселки,Незаконнорожденный сын,366
P002722,194,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,367
P002723,194,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,368
P002727,194,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,
P002728,194,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P002734,194,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,369
P002740,195,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселки,Незаконнорожденная дочь,370
P002744,195,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P002758,196,На Сахалине,exceptional_non_administrative,На Сахалине,9,Мужской,Свободного состояния,Сын,
P002759,196,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Свободного состояния,Дочь,
P002760,196,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Свободного состояния,Дочь,
P002761,196,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Свободного состояния,Дочь,
P002771,197,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын рядового,Сын,
P002777,197,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Свободного состояния,Сын,
P002778,197,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Свободного состояния,Сын,
P002781,197,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Свободного состояния,Дочь,
P002805,199,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P002810,199,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P002820,200,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжного,Сын,
P002839,201,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P002844,201,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь ссыльнокаторжного,Дочь,
P002845,201,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P002857,202,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжного,Сын,
P002860,202,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Свободного состояния,Дочь,
P002876,203,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын ссыльнокаторжного,Сын,
P002877,203,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P002880,203,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,357
P002904,224,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,1
P002905,224,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,21
P002909,224,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселки,Незаконнорожденная дочь,25 459
P002912,224,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь поселки,Приемная дочь,28 460. Из Рыковского
P002926,225,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселенца,Сын,43
P002954,227,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,73
P002974,228,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,93 463
P003005,230,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселки,Незаконнорожденная дочь,124 46 4
P003006,230,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселки,Незаконнорожденный сын,125 465
P003012,230,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,131 466
P003019,231,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселки,,3 недели; 138 467
P003022,231,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,141 468
P003035,231,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,154 469
P003059,233,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселки,Незаконнорожденный сын,178 471
P003064,233,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселки,Незаконнорожденный сын,4 449
P003065,233,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселки,Незаконнорожденная дочь,5 450
P003089,235,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,31 452
P003111,236,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,53 453
P003112,236,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,54 454
P003115,236,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,57 455
P003116,236,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,58 456
P003123,237,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,65 458
P003159,239,На Сахалине,exceptional_non_administrative,На Сахалине,7,Мужской,Сын крестьянки из ссыльных,Незаконнорожденный сын,536
P003160,239,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын крестьянки из ссыльных,Незаконнорожденный сын,535
P003161,239,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,534
P003168,239,На Сахалине,exceptional_non_administrative,На Сахалине,10,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,533
P003169,239,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын крестьянки из ссыльных,Незаконнорожденный сын,532
P003197,241,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын крестьянки из ссыльных,Незаконнорожденный сын,530
P003198,241,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,531
P003205,241,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселки,Приемный сын,529
P003215,242,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P003222,242,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P003234,243,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,
P003235,243,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселки,Дочь,
P003236,243,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселки,Дочь,
P003240,243,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Дочь,
P003244,243,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселки,Незаконнорожденный сын,527
P003245,243,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселки,Незаконнорожденный сын,526
P003260,244,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P003263,244,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P003270,245,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселки,Незаконнорожденная дочь,525
P003274,245,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,
P003275,245,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P003281,246,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P003284,246,На Сахалине,exceptional_non_administrative,На Сахалине,9,Женский,Дочь поселенца,Дочь,
P003285,246,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселенца,Сын,
P003286,246,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,
P003287,246,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,
P003288,246,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P003299,247,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,523
P003308,247,На Сахалине,exceptional_non_administrative,На Сахалине,16,Женский,Дочь поселки,Приемная дочь,
P003315,248,На Сахалине,exceptional_non_administrative,На Сахалине,10,Женский,Дочь крестьянина из ссыльных,Приемная дочь,
P003319,248,На Сахалине,exceptional_non_administrative,На Сахалине,11,Мужской,Сын поселенца,Сын,
P003325,248,На Сахалине,exceptional_non_administrative,На Сахалине,10,Женский,Дочь поселенца,Дочь,
P003329,249,На Сахалине,exceptional_non_administrative,На Сахалине,10,Женский,Дочь поселенца,Дочь,
P003331,249,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселенца,Сын,
P003332,249,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,
P003333,249,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P003334,249,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселенца,Сын,
P003341,249,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,
P003345,250,На Сахалине,exceptional_non_administrative,На Сахалине,10,Мужской,Сын крестьянина из ссыльных,Сын,
P003346,250,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь крестьянина из ссыльных,Дочь,
P003349,250,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,522
P003355,250,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын каторжного,Сын,
P003358,250,На Сахалине,exceptional_non_administrative,На Сахалине,9,Мужской,Сын поселенца,Сын,
P003369,251,На Сахалине,exceptional_non_administrative,На Сахалине,10,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,519
P003380,252,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,3 дня; 518
P003390,252,На Сахалине,exceptional_non_administrative,На Сахалине,11,Женский,Дочь поселки,Незаконнорожденная дочь,517
P003392,252,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселки,Незаконнорожденный сын,515
P003400,253,На Сахалине,exceptional_non_administrative,На Сахалине,9,Женский,Дочь поселенца,Дочь,
P003406,253,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселенца,Сын,
P003407,253,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P003413,253,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь поселенца,Дочь,
P003414,253,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселки,Сын,
P003418,254,На Сахалине,exceptional_non_administrative,На Сахалине,9,Женский,Дочь поселки,Незаконнорожденная дочь,520
P003430,254,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжного,Дочь,
P003431,254,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P003434,254,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P003439,255,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P003440,255,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,близнец
P003463,256,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P003466,256,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P003476,257,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P003484,257,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,512
P003490,257,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселки,Незаконнорожденный сын,511
P003501,258,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,
P003502,258,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселенца,Сын,
P003505,258,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Приемный сын,
P003513,258,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь ссыльнокаторжного,Дочь,
P003514,258,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P003527,259,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселки,Незаконнорожденная дочь,510
P003528,259,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселки,Незаконнорожденная дочь,509
P003544,260,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь поселенца,Дочь,
P003546,260,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжного,Сын,
P003549,260,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P003552,260,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжного,Сын,
P003561,261,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,,Дочь,
